ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
6030,100,3,0,3635,0,2021-09-08,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
6184,100,3,0,3635,0,2022-02-14,2022-04-27,3735,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6201,100,3,0,3635,0,2022-02-14,2022-04-27,3735,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6019,100,3,0,3636,0,2021-08-03,2021-09-03,3504,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
6031,100,3,0,3636,0,2021-09-08,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
6186,100,3,0,3636,0,2022-02-14,2022-04-27,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6203,100,3,0,3636,0,2022-02-14,2022-04-27,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6021,100,3,0,3638,0,2021-08-11,2021-09-06,3504,1104,3,2,"Licenciatura em Matemática",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
6032,100,3,0,3638,0,2021-09-10,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
6182,100,3,0,3638,0,2022-02-16,2022-04-20,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6198,100,3,0,3638,0,2022-02-14,2022-04-20,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6022,100,3,0,3640,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
6191,100,3,0,3640,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
6023,100,3,0,3642,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1318,"Escola Estadual Dona Cila",1
6192,100,3,0,3642,0,2022-02-14,2022-04-08,3735,1104,3,2,"Licenciatura em Matemática",1318,"Escola Estadual Dona Cila",1
6024,100,3,0,3644,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
6193,100,3,0,3644,0,2022-02-14,2022-04-08,3735,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
6025,100,3,0,3646,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",2533,"Escola Estadual Presidente Olegário Maciel ",1
6026,100,3,0,3648,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
6195,100,3,0,3648,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
6027,100,3,0,3649,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
6196,100,3,0,3649,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
6029,100,3,0,3651,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1318,"Escola Estadual Dona Cila",1
6197,100,3,0,3651,0,2022-02-14,2022-04-20,3735,1104,3,2,"Licenciatura em Matemática",1318,"Escola Estadual Dona Cila",1
1184,100,3,0,625,NULL,2014-03-10,2014-05-09,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
1185,100,3,0,625,NULL,2014-08-18,2014-11-03,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1186,100,3,0,625,NULL,2015-02-23,2015-06-03,602,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1187,100,3,0,625,NULL,2015-08-10,2015-10-19,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1192,100,3,0,626,NULL,2014-02-26,2014-05-23,606,1181,3,2,"Licenciatura em Física",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
1193,100,3,0,626,NULL,2014-08-21,2014-09-21,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1194,100,3,0,626,NULL,2015-03-10,2015-05-08,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1195,100,3,0,626,NULL,2015-08-17,2015-09-15,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1200,100,3,0,628,NULL,2014-03-10,2014-05-27,606,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
1201,100,3,0,628,NULL,2014-08-18,2014-11-03,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1202,100,3,0,628,NULL,2015-03-25,2015-06-05,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1203,100,3,0,628,NULL,2015-08-10,2015-10-19,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
1206,100,3,0,630,NULL,2014-03-10,2014-05-27,606,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
1207,100,3,0,630,NULL,2014-08-07,2014-09-11,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
1208,100,3,0,630,NULL,2015-08-07,2015-09-11,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
1210,100,3,0,630,NULL,2015-08-14,2015-09-29,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
1680,100,3,0,730,NULL,2017-10-02,2017-12-15,729,1181,3,2,"Licenciatura em Física",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
1707,100,3,0,730,NULL,2018-04-09,2018-07-13,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1683,100,3,0,732,NULL,2017-10-02,2017-12-15,729,1181,3,2,"Licenciatura em Física",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
1708,100,3,0,732,NULL,2018-04-09,2018-07-13,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1686,100,3,0,733,NULL,2017-10-17,2017-12-15,729,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
1697,100,3,0,735,NULL,2017-10-19,2017-12-21,729,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
1702,100,3,0,737,NULL,2017-09-25,2017-12-08,729,1181,3,2,"Licenciatura em Física",1700,"Escola Estadual Guimarães Rosa ",NULL
1706,100,3,0,740,NULL,2017-09-18,2017-11-18,729,1181,3,2,"Licenciatura em Física",1704,"Escola Estadual de Pedras de Maria da Cruz",1
2917,100,3,0,1696,0,2017-04-24,2017-07-19,729,1181,3,2,"Licenciatura em Física",1222,"Escola Estadual Nossa Senhora de Fátima",1
2918,1000,3,0,1696,0,2017-10-23,2018-01-18,729,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2919,1000,3,0,1696,0,2018-04-10,2018-06-28,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2920,100,3,0,1696,0,2018-08-20,2019-01-23,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2921,100,3,0,1699,0,2017-05-08,2017-07-12,729,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
2922,100,3,0,1699,0,2017-09-21,2017-12-08,729,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
2923,100,3,0,1699,0,2018-04-03,2018-06-25,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2924,100,3,0,1699,0,2018-09-25,2019-01-18,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2933,100,3,0,1705,0,2016-09-23,2016-11-24,606,1181,3,2,"Licenciatura em Física",2261,"Escola Estadual Elazar José Rodrigues",1
2934,100,3,0,1705,0,2018-09-06,2018-11-23,744,1181,3,2,"Licenciatura em Física",2262,"Escola Estadual Indígena Kuhinãn Xacriabá",1
2935,100,3,0,1705,0,2019-03-15,2019-06-28,744,1181,3,2,"Licenciatura em Física",2262,"Escola Estadual Indígena Kuhinãn Xacriabá",1
2936,100,3,0,1705,0,2019-03-25,2019-06-21,744,1181,3,2,"Licenciatura em Física",2262,"Escola Estadual Indígena Kuhinãn Xacriabá",1
3172,100,3,0,1846,0,2019-05-04,2019-07-04,465,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
4611,100,3,0,1846,0,2019-09-16,2019-11-30,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3173,100,3,0,1847,0,2019-04-11,2019-07-03,465,1181,3,2,"Licenciatura em Física",1107,"Escola Estadual Professora Zina Porto",1
4612,100,3,0,1847,0,2019-08-28,2019-11-30,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5870,100,3,0,1847,0,2021-01-25,2021-02-25,3504,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5871,100,3,0,1847,0,2021-04-19,2021-05-20,3504,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3367,100,3,0,1957,0,2016-10-03,2016-11-28,606,1181,3,2,"Licenciatura em Física",1107,"Escola Estadual Professora Zina Porto",1
3368,100,3,0,1957,0,2017-11-17,2016-12-09,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
3369,100,3,0,1957,0,2017-05-02,2017-06-01,1488,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3370,100,3,0,1957,0,2017-05-08,2017-08-03,602,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3371,100,3,0,1958,0,2011-08-15,2011-12-16,422,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
3372,100,3,0,1958,0,2012-08-20,2012-11-21,422,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3373,100,3,0,1958,0,2015-02-25,2015-05-12,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3374,100,3,0,1958,0,2015-08-12,2015-09-25,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3377,100,3,0,1960,0,2014-03-04,2017-04-12,422,1181,3,2,"Licenciatura em Física",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3378,100,3,0,1960,0,2014-09-11,2014-11-20,422,1181,3,2,"Licenciatura em Física",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3379,100,3,0,1960,0,2015-02-23,2015-06-03,422,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3380,100,3,0,1960,0,2015-10-07,2016-01-19,422,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3381,100,3,0,1961,0,2011-08-15,2011-12-16,422,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
3382,100,3,0,1961,0,2012-08-24,2012-10-29,422,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3383,100,3,0,1961,0,2015-02-25,2015-05-20,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3384,100,3,0,1961,0,2015-08-12,2015-11-06,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3385,100,3,0,1963,0,2015-08-03,2015-09-04,422,1181,3,2,"Licenciatura em Física",547,"Instituto Betel de Educação",2
3386,100,3,0,1963,0,2016-08-22,2016-11-09,422,1181,3,2,"Licenciatura em Física",547,"Instituto Betel de Educação",2
3387,100,3,0,1963,0,2016-08-22,2016-12-09,1488,1181,3,2,"Licenciatura em Física",1318,"Escola Estadual Dona Cila",1
3388,100,3,0,1963,0,2015-09-09,2015-11-23,606,1181,3,2,"Licenciatura em Física",547,"Instituto Betel de Educação",2
3842,100,3,0,2294,0,2018-05-08,2018-07-16,2235,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
3843,100,3,0,2295,0,2018-05-10,2018-07-05,2235,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
3844,100,3,0,2296,0,2018-05-08,2018-07-16,2235,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
3845,100,3,0,2297,0,2018-05-10,2018-07-05,2235,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
3846,100,3,0,2298,0,2018-04-24,2018-07-20,2235,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
3847,100,3,0,2299,0,2018-05-08,2018-07-16,2235,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
3863,100,3,0,2323,0,2017-09-25,2017-11-17,729,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
3864,100,3,0,2323,0,2018-04-24,2018-05-25,729,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3865,100,3,0,2323,0,2017-09-27,2017-11-28,1488,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3866,100,3,0,2323,0,2018-04-23,2018-05-25,744,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3867,100,3,0,2326,0,2017-06-01,2017-07-12,729,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
3869,100,3,0,2326,0,2017-09-21,2017-12-13,729,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
3870,100,3,0,2326,0,2018-04-11,2018-06-04,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3871,100,3,0,2326,0,2018-09-14,2018-10-04,744,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
3872,100,3,0,2327,0,2015-03-18,2015-06-16,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3873,100,3,0,2327,0,2016-09-05,2016-11-29,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3874,100,3,0,2327,0,2018-03-12,2018-06-04,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3875,100,3,0,2327,0,2018-03-19,2018-08-29,744,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3877,100,3,0,2331,0,2015-08-13,2015-10-06,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3878,100,3,0,2331,0,2016-09-05,2016-11-26,606,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3879,100,3,0,2331,0,2017-05-16,2017-07-04,1488,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
3880,100,3,0,2331,0,2018-04-23,2018-05-24,744,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
4589,133,3,0,2762,0,2019-08-15,2019-12-18,2763,1181,3,2,"Licenciatura em Física",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6320,414,3,0,2762,1,2020-10-01,2022-03-31,3870,1181,3,2,"Licenciatura em Física",NULL,NULL,NULL
4894,1000,3,0,2921,0,2015-04-10,2015-05-29,602,1181,3,2,"Licenciatura em Física",1110,"Escola Municipal Santa Rita",1
4895,1000,3,0,2921,0,2015-08-17,2015-09-15,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5371,100,3,0,3239,0,2011-05-11,2011-11-01,729,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
5372,100,3,0,3239,0,2011-09-23,2011-12-16,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5373,100,3,0,3239,0,2012-09-03,2012-11-26,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5374,100,3,0,3239,0,2013-02-21,2013-05-06,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5375,100,3,0,3242,0,2010-08-26,2010-11-26,602,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
5376,100,3,0,3242,0,2011-03-17,2011-06-03,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5377,100,3,0,3242,0,2011-08-08,2011-10-19,602,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
5378,100,3,0,3242,0,2012-04-23,2012-07-12,602,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
5379,100,3,0,3245,0,2012-03-30,2012-07-04,602,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
5380,100,3,0,3245,0,2012-08-22,2012-11-12,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
5381,100,3,0,3245,0,2013-03-01,2013-06-02,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5382,100,3,0,3245,0,2013-08-05,2013-11-15,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5383,100,3,0,3248,0,2012-05-08,2012-06-25,602,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
5384,100,3,0,3248,0,2012-08-28,2012-11-05,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
5385,100,3,0,3248,0,2013-02-26,2013-05-21,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
5386,100,3,0,3248,0,2013-08-19,2013-11-18,602,1181,3,2,"Licenciatura em Física",1119,"Escola Estadual Pio XII",NULL
5387,100,3,0,3250,0,2012-04-16,2012-06-27,602,1181,3,2,"Licenciatura em Física",2451,"Escola Estadual de Candeal ",1
5388,100,3,0,3250,0,2012-08-27,2012-11-14,602,1181,3,2,"Licenciatura em Física",2451,"Escola Estadual de Candeal ",1
5389,100,3,0,3250,0,2013-03-01,2013-06-04,602,1181,3,2,"Licenciatura em Física",2451,"Escola Estadual de Candeal ",1
5390,100,3,0,3250,0,2013-08-01,2013-11-15,602,1181,3,2,"Licenciatura em Física",2451,"Escola Estadual de Candeal ",1
5391,100,3,0,3254,0,2012-04-18,2012-06-22,602,1181,3,2,"Licenciatura em Física",555,"Escola Estadual Professor Henrique de Mattos",1
5392,100,3,0,3254,0,2012-09-03,2012-11-14,602,1181,3,2,"Licenciatura em Física",555,"Escola Estadual Professor Henrique de Mattos",1
5393,100,3,0,3254,0,2013-02-25,2013-05-29,602,1181,3,2,"Licenciatura em Física",555,"Escola Estadual Professor Henrique de Mattos",1
5394,100,3,0,3254,0,2013-08-19,2013-11-13,602,1181,3,2,"Licenciatura em Física",555,"Escola Estadual Professor Henrique de Mattos",1
5395,100,3,0,3257,0,2012-04-23,2012-06-15,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5396,100,3,0,3257,0,2012-09-10,2012-11-01,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5397,100,3,0,3257,0,2013-03-13,2013-06-14,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5398,100,3,0,3257,0,2013-08-19,2013-11-19,602,1181,3,2,"Licenciatura em Física",1167,"Escola Estadual Simão da Costa Campos",NULL
5662,100,3,0,3350,0,2013-04-01,2013-05-25,602,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
5663,100,3,0,3350,0,2013-08-19,2013-11-11,602,1181,3,2,"Licenciatura em Física",1198,"Escola Estadual Simão Vianna da Cunha Pereira",NULL
5664,100,3,0,3350,0,2014-03-04,2014-05-20,602,1181,3,2,"Licenciatura em Física",1704,"Escola Estadual de Pedras de Maria da Cruz",1
5665,100,3,0,3350,0,2014-08-11,2014-11-11,422,1181,3,2,"Licenciatura em Física",1704,"Escola Estadual de Pedras de Maria da Cruz",1
5666,105,3,0,3351,0,2013-03-05,2013-06-05,602,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
5667,100,3,0,3351,0,2013-08-30,2013-11-15,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5668,100,3,0,3351,0,2014-03-10,2014-06-09,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5669,100,3,0,3351,0,2015-02-24,2015-04-30,606,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5670,100,3,0,3353,0,2013-03-15,2013-06-10,602,1181,3,2,"Licenciatura em Física",1143,"Escola Estadual Princesa Januária",1
5671,100,3,0,3353,0,2013-08-26,2013-11-01,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5672,100,3,0,3353,0,2014-03-21,2014-06-01,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5673,100,3,0,3353,0,2014-08-04,2014-11-03,422,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5674,100,3,0,3354,0,2012-05-08,2012-06-25,602,1181,3,2,"Licenciatura em Física",1332,"Escola Estadual Professor Onésimo Bastos",1
5675,100,3,0,3354,0,2012-08-31,2012-11-14,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
5676,100,3,0,3354,0,2013-03-06,2013-06-03,602,1181,3,2,"Licenciatura em Física",1151,"Escola Estadual Olegário Maciel",1
